pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
3501,205,25,25132,305800,110250,NA,T,9000,70,NA,2,1,6,4,3,1,1,5,1,1,2,1,1,2,2,2,2,3,2,1,1,0,1560,2,1,2,3,NA,NA,NORTHBROOK,60062,4687,0.8344356731384681,0.0061873266481758,0.11179859184979732,0.03050992105824621,0.03072327714956262,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.418,109821,FALSE,TRUE,TRUE
3502,211,72,72070,131010,34000,NA,W,4000,54,3,2,2,16,8,1,2,1,5,1,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,4484,2,2,2,NA,NA,NA,CHICAGO,60629,4887,0.02782893390628197,0.5297728667894414,0.00757110701862083,0.4098629015756088,0.04992838142009413,14000,Chicago,0,0,1,0,0,0,MARQUETTE,GAGE PARK HS,6.934,36783,FALSE,FALSE,TRUE
3503,278,28,28031,248760,50920,NA,W,10720,36,NA,3,1,7,3,1,3,1,5,1,1,1,2,0,2,NA,2,2,3,2,1,1,282,2025,2,1,2,1,NA,NA,ORLAND PARK,60462,6497,0.8647067877481914,0.00708019085731876,0.0273972602739726,0.08619362782822841,0.02647375711867015,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,106978,FALSE,TRUE,TRUE
3504,234,30,30053,224100,62160,NA,T,10361,35,NA,3,1,7,4,3,1,1,5,1,1,3,2,0,2,NA,2,2,3,2,1,2,201,1651,2,1,4,NA,NA,NA,PALOS HILLS,60465,6149,0.7246706781590503,0.1133517645145552,0.02049113677020653,0.11270125223613596,0.05578142787445113,57394,Palos Hills,0,0,1,0,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,11.823,56938,FALSE,TRUE,TRUE
3505,207,35,35090,233030,57150,NA,W,7620,37,NA,1,1,7,3,1,3,1,5,1,0,3,2,1,2,NA,2,2,3,1,1,2,121,1873,2,1,2,NA,NA,NA,ELK GROVE VILLAGE,60007,6919,0.7236594883653708,0.02630437924555571,0.15088885677120972,0.05969070674953028,0.07688972394854748,23256,Elk Grove Village,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.575,97969,FALSE,TRUE,TRUE
3506,202,70,70030,79210,55020,NA,W,4402,104,NA,2,1,4,4,1,1,2,5,2,0,1,2,1,NA,NA,2,2,2,1,2,2,0,989,2,1,1,3,NA,1,CHICAGO,60619,2901,0,0.9755256807997242,0,0.0031023784901758,0.02137194071009996,14000,Chicago,0,0,1,0,0,0,TANNER,HIRSCH HS,6.88386464826358,32935,FALSE,TRUE,TRUE
3507,202,21,21052,123750,32660,NA,W,6532,67,NA,3,1,6,3,2,3,2,5,2,1,3,1,0,NA,NA,2,2,3,1,2,2,0,885,2,1,1,NA,NA,NA,LYONS,60534,4387,0.4511055390927741,0.05972190563027126,0.0139047184864372,0.4595395486665147,0.03145657624800547,45434,Lyons,0,0,1,0,0,1,SCHOOL DISTRICT  103,BERWYN CICERO STICKNEY HIGH SCHOOL 201,13.204,55076,FALSE,TRUE,TRUE
3508,203,35,35011,203990,41250,NA,W,8250,54,NA,1,1,6,4,1,1,1,5,2,0,3,2,0,2,NA,2,2,3,1,1,2,0,1483,2,1,1,NA,NA,1,HOFFMAN ESTATES,60169,2410,0.6846473029045643,0.00622406639004149,0.14564315352697096,0.12199170124481327,0.07759336099585062,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.04,119327,FALSE,TRUE,TRUE
3509,234,37,37150,108330,37120,NA,W,7816,51,NA,3,1,5,3,3,1,1,5,2,0,3,1,1,NA,NA,2,2,3,2,1,2,0,1331,2,1,4,NA,NA,NA,SOUTH HOLLAND,60473,3183,0.12409676405906378,0.8360037700282752,0.00282752120640904,0.03707194470625196,0,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  150,THORNTON TOWNSHIP HIGH SCHOOL  205,18.723,72500,FALSE,TRUE,TRUE
3510,203,35,35030,173270,34600,NA,W,8143,54,NA,1,1,6,3,3,1,1,5,2,0,2,1,1,NA,NA,2,2,1,1,2,2,0,1155,2,1,1,3,NA,NA,HANOVER PARK,60133,6551,0.5220577011143337,0.04732101969165013,0.1798198748282705,0.21615020607540833,0.04594718363608609,32746,Hanover Park,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.763,79351,FALSE,TRUE,TRUE
3511,211,70,70030,68160,38750,NA,W,3100,120,2,2,2,7,3,1,3,1,5,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,1400,3,2,2,NA,NA,NA,CHICAGO,60637,3036,0.00889328063241106,0.955862977602108,0,0.01482213438735177,0.02503293807641633,14000,Chicago,0,0,1,0,0,0,DULLES,HYDE PARK HS,6.89,18983,FALSE,TRUE,TRUE
3512,202,77,77011,71290,37440,NA,O,3840,104,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,911,2,1,1,NA,NA,NA,CHICAGO,60651,5396,0,0.7981838398813936,0,0.16716085989621943,0.04058561897702002,14000,Chicago,0,0,1,0,0,0,LEWIS,ORR HS,6.89,40349,FALSE,TRUE,TRUE
3513,202,71,71150,193310,47620,NA,W,3810,68,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,984,2,1,1,NA,NA,NA,CHICAGO,60634,5350,0.5557009345794393,5.607476635514019e-4,0.05009345794392523,0.3936448598130841,0,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.884772382397572,64455,FALSE,TRUE,TRUE
3514,295,18,18060,89950,13920,NA,W,1160,51,NA,3,1,6,3,1,1,1,5,1,0,3,1,1,2,2,2,2,7,NA,NA,NA,0,1043,2,1,2,NA,NA,NA,STREAMWOOD,60107,2365,0.3226215644820296,0.0904862579281184,0.13446088794926003,0.4249471458773784,0.05243128964059197,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,62063,FALSE,FALSE,TRUE
3515,203,12,12010,108280,26560,NA,W,6250,70,NA,2,1,6,3,2,3,1,5,2,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,1298,2,1,1,NA,NA,NA,HOMEWOOD,60430,3989,0.635246929054901,0.24241664577588368,0.0210579092504387,0.07570819754324393,0.05114063675106543,35879,Homewood,0,0,1,0,0,0,SCHOOL DISTRICT 153,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,16.657,77608,FALSE,FALSE,TRUE
3516,203,22,22180,213050,75270,NA,W,11580,64,NA,2,1,6,4,1,1,1,5,2,0,3,2,1,NA,NA,2,2,3,2,1,2,0,1480,2,1,1,NA,NA,NA,DES PLAINES,60018,2391,0.73943956503555,0.00627352572145545,0.04726056043496445,0.19698870765370136,0.02007528230865746,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,84250,FALSE,TRUE,TRUE
3517,202,37,37130,42460,14880,NA,W,4960,48,NA,1,1,5,2,4,3,1,5,2,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,972,2,1,1,NA,NA,NA,HAZEL CREST,60429,2876,0.12273991655076497,0.7280945757997218,0.00556328233657858,0.13212795549374132,0.02016689847009735,33695,Hazel Crest,0,0,4,1,0,0,SCHOOL DISTRICT  152 1/2,THORNTON TOWNSHIP HIGH SCHOOL  205,26.819,36657,FALSE,FALSE,TRUE
3518,207,72,72310,50950,23350,NA,W,3593,50,NA,3,1,7,4,2,3,1,5,2,0,3,1,1,2,2,2,2,7,NA,NA,NA,0,1400,2,1,2,NA,NA,NA,CHICAGO,60643,4440,0.00157657657657657,0.9846846846846848,0,0.00698198198198198,0.01126126126126126,14000,Chicago,0,0,1,0,0,0,WHISTLER,FENGER HS,6.908,47039,FALSE,FALSE,TRUE
3519,211,11,11070,183600,42680,NA,T,3971,94,2,3,1,10,4,1,3,1,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,2289,2,2,5,2,NA,NA,BERWYN,60402,8292,0.2575976845151954,0.01193921852387843,0.00410033767486734,0.7130969609261939,0.02653159671972986,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,62167,FALSE,TRUE,TRUE
3520,211,37,37183,131180,22040,NA,W,4640,57,4,2,1,12,5,1,2,1,5,2,0,3,4,0,2,NA,2,2,7,NA,NA,NA,0,2563,2,2,1,NA,NA,NA,LANSING,60438,4549,0.38162233457902833,0.4829632886348648,0.02857770938667839,0.09474609804352604,0.02418113871180479,42028,Lansing,0,0,1,0,0,1,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,59935,FALSE,FALSE,TRUE
3521,203,73,73012,324230,131250,NA,W,3125,122,NA,1,1,6,3,1,1,1,5,1,0,1,2,0,2,2,2,2,3,1,2,2,0,1378,2,1,5,1,NA,NA,CHICAGO,60625,3879,0.6901263212168085,0.05207527713328177,0.04614591389533384,0.18381026037638568,0.05155968032998195,14000,Chicago,0,0,1,0,1,0,CHAPPELL,AMUNDSEN HS,6.89,85368,FALSE,TRUE,TRUE
3522,295,18,18010,124910,18420,NA,W,1890,34,NA,1,1,6,2,2,3,1,5,1,0,3,1,0,2,NA,2,2,1,1,1,2,0,1742,2,1,2,NA,NA,NA,STREAMWOOD,60107,9141,0.5479706815446888,0.02198884148342632,0.18553768734274148,0.23367246471939612,0.01684717208182912,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,95439,FALSE,TRUE,TRUE
3523,204,31,31060,150120,29680,NA,T,6250,94,NA,2,5,7,4,1,1,2,5,2,0,3,2,0,NA,NA,2,2,3,2,2,2,0,1852,2,1,1,NA,NA,NA,MAYWOOD,60153,4671,0.01305930207664311,0.6636694497966175,0.00385356454720616,0.2980089916506101,0.04281738385784629,47774,Maywood,0,0,1,0,0,0,SCHOOL DISTRICT 89,PROVISO TOWNSHIP HIGH SCHOOL 209,21.667,50167,FALSE,TRUE,TRUE
3524,203,31,31032,135680,22860,NA,W,4158,63,NA,2,1,5,3,1,3,1,5,1,0,2,1,0,NA,NA,2,2,4,1,2,2,0,1056,2,1,1,3,NA,1,BELLWOOD,60104,3294,0.06041287188828172,0.7292046144505161,0,0.14996964177292046,0.08955676988463873,04975,Bellwood,0,1,8,0,0,1,SCHOOL DISTRICT 88,PROVISO TOWNSHIP HIGH SCHOOL 209,19.52,63141,FALSE,TRUE,TRUE
3525,234,12,12061,112610,30600,NA,W,6120,40,NA,3,1,6,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,3,3,1,1,0,1080,2,1,4,NA,NA,NA,CHICAGO HEIGHTS,60411,4223,0.2682926829268293,0.5292446128344779,0.00710395453469097,0.1311863604072934,0.12313521193464362,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT 161,BLOOM TOWNSHIP HIGH SCHOOL  206,20.272,70313,FALSE,TRUE,TRUE
3526,203,23,23150,272520,115630,NA,W,9251,102,NA,1,1,6,3,1,3,2,5,2,0,1,1,1,2,NA,2,2,3,1,2,2,0,1350,2,1,5,1,NA,NA,WILMETTE,60091,5216,0.7772239263803681,0.00172546012269938,0.17561349693251535,0.01974693251533742,0.04946319018404908,82075,Wilmette,0,0,1,0,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.823,113299,FALSE,TRUE,TRUE
3527,205,77,77091,62110,37010,NA,T,3150,127,NA,1,1,6,3,1,3,1,5,2,0,3,2,0,1,2,2,2,7,NA,NA,NA,0,1332,2,1,2,NA,NA,NA,CHICAGO,60623,3746,0,0.9965296316070476,0.00347036839295248,0,0,14000,Chicago,0,0,1,0,0,0,"HUGHES, C",INFINITY HS,6.913,28226,FALSE,FALSE,TRUE
3528,203,36,36041,12050,59910,NA,W,10893,81,NA,1,1,7,4,1,1,2,5,2,0,1,1,1,NA,NA,2,2,3,1,2,2,0,1434,2,1,5,1,NA,1,BURBANK,60459,5379,0.6828406767057074,0.02453987730061349,0,0.29131808886410115,0.00260271425915597,09642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,58153,FALSE,TRUE,TRUE
3529,202,21,21151,185270,66470,NA,W,37984,75,NA,1,1,5,2,2,3,2,5,2,0,3,1,0,2,2,2,2,4,1,2,2,0,940,2,1,1,NA,NA,1,HINSDALE,0-0,7653,0.773030184241474,0.00849340128054357,0.05370442963543708,0.13354240167254672,0.05880047040376323,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT 107,LYONS TOWNSHIP HIGH SCHOOL  204,6.95,106317,FALSE,TRUE,TRUE
3530,203,22,22111,208380,65070,NA,W,7656,64,NA,2,5,6,3,1,1,1,5,2,0,3,1,1,NA,NA,2,2,7,NA,NA,NA,0,1232,2,1,1,NA,NA,NA,PARK RIDGE,60068,2541,0.859504132231405,0.0011806375442739,0.03463203463203463,0.03227075954348681,0.13616686343959072,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,95489,FALSE,FALSE,TRUE
3531,203,39,39160,120130,50620,NA,T,10125,61,NA,3,1,6,3,4,3,1,5,1,0,2,1,1,1,2,2,2,3,2,1,2,0,1498,2,1,1,3,NA,NA,WORTH,60482,4444,0.786003600360036,0.03802880288028803,0.00877587758775877,0.15706570657065708,0.02025202520252025,83518,Worth,0,0,1,0,0,0,SCHOOL DISTRICT  127,COMMUNITY HIGH SCHOOL  218,14.393,49702,FALSE,TRUE,TRUE
3532,203,20,20030,126650,47580,NA,W,7320,73,NA,2,1,5,3,1,3,1,5,1,0,3,1,0,NA,NA,2,2,2,1,2,2,0,1050,2,1,1,NA,NA,NA,FRANKLIN PARK,60131,4995,0.6126126126126126,0.02482482482482482,0.02102102102102102,0.3207207207207207,0.03963963963963964,27702,Franklin Park,0,0,6,1,0,0,SCHOOL DISTRICT  84,COMMUNITY HIGH SCHOOL  212,11.882,63495,FALSE,TRUE,TRUE
3533,207,18,18012,181360,69790,NA,W,9306,22,NA,1,1,7,3,3,3,1,5,1,1,3,2,1,2,1,2,2,3,1,1,1,0,1806,2,1,2,NA,NA,NA,BARTLETT,60103,12447,0.544629227926408,0.02024584237165582,0.26351731340885354,0.1408371495139391,0.04997188077448381,04013,Bartlett,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.448,97684,FALSE,TRUE,TRUE
3534,203,25,25250,211380,100750,NA,W,10075,44,NA,1,1,5,3,1,1,1,5,2,0,3,1,1,2,NA,2,2,3,1,1,1,0,1119,2,1,1,NA,NA,NA,NORTHBROOK,60062,4527,0.8330019880715706,0.00795228628230616,0.14004859730505853,0.0083940799646565,0.02120609675281643,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 27,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.599,109886,FALSE,TRUE,TRUE
3535,202,30,30020,76490,65970,NA,W,21990,71,NA,1,1,6,3,2,3,1,5,2,0,2,1,0,NA,NA,2,2,2,1,1,2,0,957,2,1,1,3,NA,NA,PALOS HILLS,60465,6693,0.9188704616763784,0.0064246227401763,0.02046914686986403,0.05274167040191244,0.00298819662333781,57394,Palos Hills,0,0,3,0,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,11.823,66287,FALSE,TRUE,TRUE
3536,204,20,20080,213680,31320,NA,T,3480,92,NA,2,1,8,4,1,3,2,5,2,1,2,2,1,2,2,2,2,3,1,2,2,0,2097,2,1,5,1,NA,NA,ELMWOOD PARK,60707,5102,0.6758134065072521,0.02058016464131713,0.06566052528420227,0.2285378283026264,0.01881615052920423,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,10.001,73462,FALSE,TRUE,TRUE
3537,203,70,70111,67240,38640,NA,O,4830,97,NA,2,1,5,3,1,3,2,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1106,2,1,1,3,NA,1,CHICAGO,60619,2707,0.00738825267824159,0.907277428888068,0,0.07092722571111933,0.02881418544514222,14000,Chicago,0,0,2,1,0,0,RUGGLES,ROBESON HS,6.88386464826358,39853,FALSE,TRUE,TRUE
3538,278,30,30011,209370,53210,NA,W,8515,49,NA,3,1,7,4,4,3,1,5,1,1,3,2,1,2,NA,2,2,3,3,1,1,0,2491,2,1,2,NA,NA,NA,PALOS HILLS,60465,6693,0.9188704616763784,0.0064246227401763,0.02046914686986403,0.05274167040191244,0.00298819662333781,57394,Palos Hills,0,0,10,1,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,11.823,66287,FALSE,TRUE,TRUE
3539,278,35,35072,285110,51450,NA,W,8575,44,NA,1,1,8,4,2,3,1,5,1,1,3,2,1,2,NA,2,2,3,3,1,2,0,2302,2,1,2,NA,NA,NA,SCHAUMBURG,60193,5837,0.6153846153846154,0.03135172177488436,0.19307863628576324,0.13996916224087716,0.0342641768031523,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.192,81118,FALSE,TRUE,TRUE
3540,205,27,27020,341560,71510,NA,W,6357,112,NA,1,1,7,4,1,3,2,5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,1500,2,1,2,3,NA,NA,OAK PARK,60302,3254,0.8027043638598648,0.05347264904732637,0.06760909649661954,0.03042409342347879,0.08819913952059004,54885,Oak Park,0,0,1,0,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,187917,FALSE,TRUE,TRUE
3541,203,26,26040,219910,71400,NA,W,6800,65,NA,2,1,6,2,1,3,1,5,1,0,3,1,0,2,2,2,2,3,2,2,2,0,1359,2,1,1,NA,NA,1,PARK RIDGE,60068,5355,0.8860877684407096,1.8674136321195143e-4,0.02782446311858076,0.06722689075630252,0.03734827264239029,57875,Park Ridge,1,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.908,105598,FALSE,TRUE,TRUE
3542,295,35,35109,125180,28350,NA,W,1800,48,NA,3,1,6,3,3,1,1,5,1,0,2,1,1,2,2,2,2,1,1,1,2,0,1300,2,1,2,3,NA,NA,SCHAUMBURG,60194,4828,0.4496685998342999,0.0356255178127589,0.3740679370339685,0.11888980944490472,0.03769676884838442,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.176,95527,FALSE,TRUE,TRUE
3543,202,76,76060,79460,62500,NA,W,3125,142,NA,1,1,4,2,1,3,2,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,945,2,1,1,NA,NA,NA,CHICAGO,60632,3784,0.0589323467230444,0.00290697674418604,0.08535940803382663,0.8395877378435518,0.02642706131078224,14000,Chicago,0,0,6,0,0,0,CALMECA,KELLY HS,6.934,43667,FALSE,TRUE,TRUE
3544,205,72,72321,48580,26840,NA,W,4880,73,NA,1,5,6,3,1,3,1,5,2,1,3,1,1,NA,NA,2,2,1,1,2,2,0,1332,2,1,2,NA,NA,NA,CHICAGO,60628,4160,0.01899038461538461,0.944471153846154,0,0.02427884615384615,0.01225961538461538,14000,Chicago,0,0,1,0,0,0,DUNNE TECH ACAD,JULIAN HS,6.908,41167,FALSE,TRUE,TRUE
3545,234,12,12061,85080,30000,NA,W,6000,59,NA,3,1,5,3,3,1,1,5,2,0,3,1,0,NA,NA,2,2,3,1,1,2,0,1148,2,1,4,NA,NA,NA,CHICAGO HEIGHTS,60411,5669,0.35791144822720056,0.46004586346798376,0.00970188745810548,0.15628858705239018,0.02645969306756041,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,22.735,88225,FALSE,TRUE,TRUE
3546,234,35,35030,165130,35080,NA,W,8255,49,NA,1,1,6,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,3,1,1,2,0,1000,2,1,4,NA,NA,NA,HANOVER PARK,60133,6476,0.6400555898702903,0.02671402100061766,0.14978381717109326,0.14854848672019766,0.05975911056207535,32746,Hanover Park,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.825,83662,FALSE,TRUE,TRUE
3547,211,72,72091,56770,23660,NA,W,3641,99,3,2,2,18,9,1,3,2,5,2,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,4380,2,2,3,NA,NA,NA,CHICAGO,60609,1729,0.01388085598611914,0.7703875072296125,0,0.1937536148062464,0.04395604395604396,14000,Chicago,0,0,6,0,0,1,LIBBY,TILDEN HS,6.873317191283292,25321,FALSE,FALSE,TRUE
3548,211,70,70120,113730,33480,NA,W,3720,62,2,2,1,12,6,3,1,1,5,2,0,3,2,2,2,2,2,2,3,1,2,2,0,2498,2,2,2,NA,NA,NA,CHICAGO,60619,4890,0.03006134969325153,0.9251533742331288,0,0.02310838445807771,0.04335378323108384,14000,Chicago,0,0,1,0,0,0,PIRIE,HARLAN HS,6.88386464826358,26508,FALSE,TRUE,TRUE
3549,204,31,31141,283740,37500,NA,W,6250,65,NA,2,1,6,3,3,3,2,5,1,0,1,1,1,2,2,2,2,1,2,1,2,0,1863,2,1,5,1,NA,NA,LA GRANGE PARK,60526,4521,0.7748285777482857,0.0411413404114134,0.0210130502101305,0.1420039814200398,0.042026100420261,40793,La Grange Park,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.766,77711,FALSE,TRUE,TRUE
3550,202,71,71430,166430,46500,NA,W,3720,97,NA,2,1,5,3,1,3,1,5,1,0,1,1,0,2,1,2,2,3,1,2,2,0,917,2,1,1,3,NA,1,CHICAGO,60656,4789,0.7053664648152015,0.01106702860722489,0.06890791396951347,0.20526205888494467,0.01879306744623094,14000,Chicago,1,0,1,0,0,0,GARVY,TAFT HS,6.884772382397572,75601,FALSE,TRUE,TRUE
3551,202,18,18020,129710,24110,NA,W,6890,59,NA,1,1,5,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,992,2,1,1,NA,NA,NA,STREAMWOOD,60107,5601,0.48044991965720407,0.01553294054633101,0.03195857882520978,0.4642028209248349,0.01571148009284056,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,64310,FALSE,FALSE,TRUE
3552,278,28,28043,239700,45510,NA,W,9103,33,NA,3,1,9,4,1,3,1,5,1,1,3,2,1,2,2,2,2,3,2,1,2,0,2928,2,1,2,NA,NA,1,TINLEY PARK,60477,6444,0.8767846058348852,0.02451893234016139,0.02576039726877715,0.06905648665425201,0.00775915580384854,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,99038,FALSE,TRUE,TRUE
3553,209,28,28039,643020,98170,NA,W,17850,24,NA,3,4,12,6,1,1,1,5,1,1,3,3,2,1,2,1,2,5,3,1,1,0,5842,2,1,2,NA,NA,NA,ORLAND PARK,60462,5109,0.830886670581327,0.04952045410060677,0.08064200430612645,0.02446662752006263,0.02896848698375416,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,104861,TRUE,TRUE,TRUE
3554,203,39,39010,150990,40160,NA,T,8032,54,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1193,2,1,1,NA,NA,NA,OAK LAWN,60453,4320,0.6965277777777777,0.06875,0.00972222222222222,0.20046296296296295,0.04907407407407407,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  122,COMMUNITY HIGH SCHOOL  229,11.134,71949,FALSE,TRUE,TRUE
3555,203,19,19010,173140,33000,NA,W,6000,58,NA,2,1,6,3,1,1,2,5,2,0,3,1,0,NA,NA,2,2,1,2,1,2,0,1181,2,1,1,NA,NA,NA,LEMONT,60439,5663,0.8855730178350697,0.01271410912943669,0.03372770616281123,0.04926717287656719,0.03743598799223027,42795,Lemont,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.932,106656,FALSE,TRUE,TRUE
3556,202,72,72120,40170,25180,NA,O,3875,94,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,915,2,1,1,NA,NA,NA,CHICAGO,60636,1394,0,0.9440459110473458,0,0.05595408895265423,0,14000,Chicago,0,0,1,0,0,0,O'TOOLE,HARPER HS,6.873317191283292,23636,FALSE,TRUE,TRUE
3557,211,37,37021,126720,59040,NA,W,15745,49,5,2,1,17,8,2,3,2,5,2,0,3,5,0,NA,NA,2,2,7,NA,NA,NA,0,3794,2,2,2,NA,NA,NA,DOLTON,60419,3828,0.02429467084639498,0.9503657262277952,0.00391849529780564,0.01880877742946708,0.00261233019853709,20292,Dolton,0,0,1,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,30.059,53910,FALSE,FALSE,TRUE
3558,234,12,12021,124880,39330,NA,O,8280,52,NA,3,1,8,4,3,1,1,5,1,1,3,2,1,NA,NA,2,2,3,1,1,2,0,1773,2,1,4,NA,NA,NA,GLENWOOD,60425,4155,0.21997593261131168,0.6596871239470518,0.00722021660649819,0.08640192539109506,0.05150421179302045,30029,Glenwood,0,0,1,0,0,0,SCHOOL DISTRICT 153,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,21.452,74821,FALSE,TRUE,TRUE
3559,203,13,13170,154870,31920,NA,W,7980,71,NA,1,1,6,3,1,3,1,5,1,0,1,1,0,2,2,2,2,2,1,2,2,0,1275,2,1,7,1,NA,NA,TINLEY PARK,60477,3956,0.7997977755308392,0.0538422649140546,0.01617795753286147,0.11425682507583418,0.03185035389282103,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT C C  146,COMMUNITY HIGH SCHOOL  228,14.44,65216,FALSE,TRUE,TRUE
