pid,assessed_value
4799,211793
4800,164466
4801,1512449
4802,488469
4803,60205
4804,137876
4805,70950
4806,168767
4807,286621
4808,166197
4809,682628
4810,307856
4811,118985
4812,179766
4813,87536
4814,169900
4815,179661
4816,175233
4817,336966
4818,109317
4819,1072599
4820,96877
4821,157802
4822,911431
4823,1424993
4824,581645
4825,450394
4826,58195
4827,166186
4828,444030
4829,98502
4830,69160
4831,257043
4832,130177
4833,108915
4834,284049
4835,90347
4836,259578
4837,60506
4838,206819
4839,812847
4840,196395
4841,81773
4842,422469
4843,263955
4844,64176
4845,458414
4846,232877
4847,205494
4848,53671
4849,1097164
4850,590540
4851,277310
4852,808764
4853,172089
4854,206549
4855,281023
4856,651916
4857,269888
4858,514583
4859,494122
4860,78276
4861,647548
4862,259131
4863,98518
4864,148085
4865,791387
4866,254391
4867,99064
4868,221691
4869,169143
4870,397332
4871,255511
4872,108070
4873,726797
4874,637974
4875,380043
4876,570942
4877,193551
4878,257553
4879,735026
4880,161629
4881,204041
4882,216890
4883,97177
4884,143632
4885,25964
4886,1094434
4887,299203
4888,100410
4889,433595
4890,31854
4891,483172
4892,76624
4893,1116210
4894,151237
4895,115899
4896,594436
4897,281180
4898,139987
4899,287777
4900,264576
4901,302733
4902,414541
4903,156829
4904,844033
4905,135933
4906,470860
4907,329855
4908,204028
4909,287609
4910,160210
4911,298422
4912,782102
4913,271272
4914,302403
4915,137029
4916,225500
4917,281979
4918,1094328
4919,167074
4920,127505
4921,771424
4922,291852
4923,155779
4924,449655
4925,245057
4926,652175
4927,187411
4928,195366
4929,32181
4930,215135
4931,182307
4932,404701
4933,190793
4934,348202
4935,810061
4936,950541
4937,243172
4938,264042
4939,145177
4940,37046
4941,176803
4942,334776
4943,869807
4944,69053
4945,347709
4946,728858
4947,232363
4948,57053
4949,426572
4950,203417
4951,376085
4952,44635
4953,176283
4954,701842
4955,165259
4956,884570
4957,49915
4958,172594
4959,243073
4960,71746
4961,498084
4962,362369
4963,409912
4964,147315
4965,101402
4966,310661
4967,374576
4968,318559
4969,349048
4970,195945
4971,3027888
4972,251468
4973,70932
4974,349451
4975,397205
4976,208344
4977,140650
4978,109796
4979,534638
4980,385605
4981,497777
4982,890286
4983,174556
4984,73459
4985,129750
4986,233487
4987,616087
4988,136556
4989,131664
4990,195410
4991,145609
4992,332038
4993,97242
4994,342652
4995,297098
4996,463470
4997,1235758
4998,661325
4999,472642
5000,90634
5001,156888
5002,103902
5003,420792
5004,376827
5005,67899
5006,627319
5007,313075
5008,197628
5009,130088
5010,1707993
5011,219914
5012,346686
5013,253711
5014,237046
5015,85693
5016,265511
5017,220520
5018,206874
5019,177924
5020,115749
5021,747495
5022,246711
5023,249143
5024,215093
5025,172231
5026,160238
5027,268039
5028,373654
5029,223645
5030,66661
5031,301266
5032,244247
5033,281406
5034,223324
5035,347548
5036,283786
5037,188800
5038,470042
5039,213157
5040,619476
5041,283467
5042,1553768
5043,90612
5044,306343
5045,628958
5046,126528
5047,437152
5048,589433
5049,654176
5050,196094
5051,345112
5052,245584
5053,361934
5054,231128
5055,45935
5056,117935
5057,170742
5058,204647
5059,505965
5060,115809
5061,154025
5062,159264
5063,413098
5064,444526
5065,429542
5066,428341
5067,204645
5068,131052
5069,67445
5070,79658
5071,166313
5072,280491
5073,31671
5074,429296
5075,127210
5076,1920282
5077,227400
5078,152757
5079,301831
5080,239456
5081,249851
5082,234504
5083,203529
5084,373573
5085,437049
5086,264835
5087,1394220
5088,97107
5089,176395
5090,248936
5091,1469392
5092,404302
5093,578338
5094,142969
5095,183478
5096,824405
5097,476218
5098,314878
5099,253729
5100,325825
5101,639236
5102,442752
5103,248445
5104,350555
5105,214134
5106,623007
5107,402478
5108,190706
5109,420218
5110,187629
5111,150152
5112,241862
5113,134680
5114,559356
5115,213950
5116,243529
5117,152426
5118,693774
5119,98770
5120,251755
5121,402758
5122,217978
5123,138522
5124,57185
5125,543793
5126,381894
5127,977160
5128,124091
5129,1063632
5130,804519
5131,35187
5132,222377
5133,579854
5134,426840
5135,273497
5136,303593
5137,982610
5138,119303
5139,331843
5140,331430
5141,350398
5142,72740
5143,21460
5144,277353
5145,103774
5146,391106
5147,218774
5148,38828
5149,221539
5150,347700
5151,171325
5152,224907
5153,238197
5154,999502
5155,336646
5156,447189
5157,42684
5158,117798
5159,1457010
5160,289038
5161,50218
5162,339218
5163,320818
5164,271116
5165,216887
5166,102273
5167,517137
5168,284360
5169,162206
5170,266892
5171,669464
5172,392349
5173,107557
5174,90698
5175,128491
5176,121591
5177,245896
5178,69517
5179,303975
5180,427362
5181,236554
5182,306145
5183,77934
5184,438404
5185,235039
5186,347439
5187,433198
5188,244258
5189,180183
5190,366757
5191,719334
5192,113956
5193,197246
5194,1134490
5195,194464
5196,175471
5197,123560
5198,236970
5199,162155
5200,1278428
5201,164644
5202,145077
5203,272197
5204,662036
5205,261847
5206,58907
5207,198969
5208,420004
5209,95450
5210,332194
5211,903194
5212,46349
5213,53620
5214,333913
5215,436408
5216,297958
5217,400212
5218,202002
5219,215129
5220,222863
5221,390590
5222,253676
5223,411002
5224,118537
5225,509140
5226,177420
5227,128912
5228,157905
5229,392184
5230,394887
5231,25422
5232,131802
5233,176197
5234,55836
5235,129290
5236,748980
5237,376489
5238,192182
5239,382989
5240,215694
5241,325736
5242,227292
5243,180707
5244,246164
5245,241665
5246,585339
5247,202294
5248,503841
5249,279266
5250,898391
5251,224945
5252,130895
5253,137101
5254,319725
5255,335898
5256,185443
5257,106591
5258,66647
5259,298941
5260,372553
5261,286747
5262,354024
5263,948339
5264,141561
5265,288476
5266,138330
5267,140736
5268,159475
5269,224094
5270,203132
5271,236724
5272,129747
5273,146591
5274,216609
5275,215675
5276,91083
5277,500783
5278,370786
5279,629209
5280,198378
5281,207469
5282,39176
5283,313276
5284,225082
5285,194419
5286,105925
5287,134538
5288,402550
5289,226079
5290,701665
5291,650055
5292,45331
5293,204811
5294,302375
5295,253281
5296,696252
5297,109611
5298,142475
5299,131291
5300,311026
5301,89335
5302,296833
5303,264367
5304,750089
5305,276420
5306,34409
5307,84541
5308,26802
5309,273784
5310,218967
5311,842190
5312,302528
5313,186594
5314,180924
5315,399239
5316,113726
5317,946513
5318,217404
5319,581152
5320,474230
5321,387346
5322,320354
5323,1086597
5324,442844
5325,133050
5326,345619
5327,349451
5328,561064
5329,331693
5330,534737
5331,108300
5332,246615
5333,853629
5334,176035
5335,10000
5336,416577
5337,167054
5338,183324
5339,140069
5340,109297
5341,669539
5342,72215
5343,261971
5344,26921
5345,230606
5346,204164
5347,216390
5348,157532
5349,169623
5350,284290
5351,257182
5352,144077
5353,144619
5354,550898
5355,205055
5356,83427
5357,101177
5358,298414
5359,278791
5360,56710
5361,320827
5362,478668
5363,250764
5364,351299
5365,297243
5366,233611
5367,252883
5368,285398
5369,21165
5370,337735
5371,406838
5372,58917
5373,318453
5374,486746
5375,159104
5376,98761
5377,255421
5378,680555
5379,238132
5380,544079
5381,306757
5382,30482
5383,239914
5384,414302
5385,42123
5386,898546
5387,140338
5388,579938
5389,375164
5390,163016
5391,271828
5392,81389
5393,223413
5394,166015
5395,492025
5396,254953
5397,187621
5398,233329
5399,282580
5400,745234
5401,339832
5402,359549
5403,343844
5404,687472
5405,386581
5406,300739
5407,159112
5408,131042
5409,581027
5410,525528
5411,319231
5412,177642
5413,146154
5414,1404304
5415,808882
5416,291034
5417,181456
5418,189548
5419,477142
5420,525220
5421,353697
5422,87246
5423,63380
5424,902148
5425,110692
5426,444706
5427,187068
5428,173213
5429,47811
5430,458165
5431,268143
5432,461350
5433,304173
5434,102234
5435,1291232
5436,138395
5437,50053
5438,478413
5439,199584
5440,131472
5441,218859
5442,223389
5443,219304
5444,142575
5445,411070
5446,181298
5447,42342
5448,485331
5449,127292
5450,479448
5451,412096
5452,125687
5453,251943
5454,56883
5455,121555
5456,199809
5457,137616
5458,12265
5459,270560
5460,164436
5461,204799
5462,364521
5463,241601
5464,192177
5465,369635
5466,141849
5467,212066
5468,183008
5469,262137
5470,230784
5471,217660
5472,362094
5473,103931
5474,59442
5475,103941
5476,91468
5477,685496
5478,150904
5479,66343
5480,97067
5481,379314
5482,241868
5483,119768
5484,279135
5485,300435
5486,672567
5487,330171
5488,1207791
5489,932422
5490,95974
5491,424613
5492,137328
5493,180537
5494,114988
5495,431940
5496,135820
5497,110701
5498,223239
5499,1338137
5500,343197
5501,329323
5502,302385
5503,508226
5504,148564
5505,55501
5506,553552
5507,3225567
5508,1339663
5509,108427
5510,113539
5511,261887
5512,68988
5513,311358
5514,237761
5515,361837
5516,684009
5517,954567
5518,156606
5519,164512
5520,189686
5521,153675
5522,339285
5523,127990
5524,527957
5525,132823
5526,285867
5527,250988
5528,276034
5529,305039
5530,1384088
5531,187326
5532,1328777
5533,210988
5534,345996
5535,153297
5536,278920
5537,421201
5538,203303
5539,119554
5540,162986
5541,75246
5542,195189
5543,260952
5544,385838
5545,315275
5546,1222730
5547,202914
5548,144284
5549,296358
5550,129324
5551,168159
5552,248033
5553,233818
5554,1229323
5555,1181836
5556,199701
5557,384900
5558,447082
5559,276290
5560,94459
5561,1107244
5562,120815
5563,845736
5564,317785
5565,86642
5566,268733
5567,82352
5568,205682
5569,541302
5570,72504
5571,49792
5572,449433
5573,433297
5574,1199918
5575,319234
5576,483402
5577,231012
5578,151027
5579,72607
5580,262631
5581,197418
5582,247730
5583,353360
5584,244623
5585,223932
5586,423358
5587,371914
5588,303715
5589,45720
5590,159516
5591,247456
5592,770909
5593,287372
5594,383203
5595,248914
5596,399086
5597,776695
5598,278786
5599,784334
5600,424546
5601,255885
5602,773218
5603,195430
5604,314507
5605,773495
5606,247665
5607,289517
5608,176558
5609,74405
5610,168034
5611,220817
5612,160821
5613,297773
5614,252608
5615,384500
5616,426825
5617,348944
5618,293441
5619,191260
5620,837793
5621,147169
5622,218987
5623,363380
5624,281071
5625,77719
5626,311024
5627,109629
5628,436484
5629,197598
5630,492404
5631,213103
5632,132858
5633,182220
5634,398780
5635,644632
5636,249544
5637,534994
5638,248055
5639,148504
5640,179084
5641,503202
5642,116496
5643,211361
5644,179174
5645,188973
5646,207663
5647,185364
5648,170046
5649,629513
5650,53152
5651,119138
5652,552599
5653,236397
5654,118924
5655,629285
5656,443875
5657,2453224
5658,335758
5659,38988
5660,317338
5661,297214
5662,145310
5663,124264
5664,1139948
5665,1074624
5666,313958
5667,1176249
5668,458990
5669,383571
5670,107909
5671,272259
5672,109612
5673,130238
5674,110469
5675,410661
5676,56593
5677,484703
5678,380017
5679,168051
5680,176182
5681,271487
5682,291987
5683,223676
5684,351471
5685,228293
5686,860620
5687,683940
5688,330003
5689,531014
5690,480651
5691,335229
5692,141140
5693,526386
5694,954308
5695,274681
5696,285523
5697,120261
5698,598577
5699,220288
5700,276480
5701,1476257
5702,2314386
5703,327894
5704,197224
5705,113284
5706,172056
5707,581225
5708,195082
5709,237643
5710,130031
5711,12064
5712,209614
5713,103744
5714,404517
5715,206710
5716,153775
5717,163766
5718,356439
5719,161778
5720,344968
5721,216908
5722,350422
5723,580717
5724,305485
5725,287311
5726,59489
5727,169070
5728,698737
5729,228874
5730,191182
5731,29276
5732,692044
5733,181280
5734,541048
5735,157891
5736,217473
5737,278252
5738,204599
5739,441881
5740,301542
5741,1199029
5742,500499
5743,70051
5744,138998
5745,77525
5746,122942
5747,465148
5748,105150
5749,1419609
5750,1878872
5751,466446
5752,202027
5753,163046
5754,45646
5755,355058
5756,249180
5757,145495
5758,256634
5759,201041
5760,329285
5761,333966
5762,297417
5763,351885
5764,390258
5765,131526
5766,297815
5767,273283
5768,29237
5769,307548
5770,297898
5771,681524
5772,314313
5773,373711
5774,239413
5775,166414
5776,635030
5777,133169
5778,261074
5779,105187
5780,391156
5781,551147
5782,307793
5783,407275
5784,309518
5785,385533
5786,654387
5787,215051
5788,301734
5789,262830
5790,356502
5791,242327
5792,154465
5793,287240
5794,135734
5795,96163
5796,138785
5797,148155
5798,495121
5799,212581
5800,79142
5801,294210
5802,52143
5803,146932
5804,361244
5805,196505
5806,439344
5807,301004
5808,132495
5809,182920
5810,20119
5811,232773
5812,87284
5813,906805
5814,166913
5815,39770
5816,200421
5817,205082
5818,74358
5819,286810
5820,408782
5821,747766
5822,290122
5823,59891
5824,195760
5825,232998
5826,231776
5827,208873
5828,154943
5829,337129
5830,171763
5831,71957
5832,68412
5833,606073
5834,493025
5835,164948
5836,1185661
5837,155068
5838,218420
5839,854402
5840,249129
5841,326532
5842,348155
5843,180227
5844,89534
5845,301341
5846,687840
5847,245215
5848,251485
5849,408390
5850,1107228
5851,129811
5852,224091
5853,322192
5854,185853
5855,574479
5856,106858
5857,330929
5858,272610
5859,326547
5860,76629
5861,174089
5862,569123
5863,281165
5864,493554
5865,235601
5866,206503
5867,118129
5868,92105
5869,362345
5870,301147
5871,191313
5872,74750
5873,646622
5874,42298
5875,263288
5876,569173
5877,832339
5878,1007947
5879,340483
5880,278204
5881,236527
5882,273345
5883,157413
5884,207114
5885,230390
5886,433221
5887,127926
5888,230925
5889,519635
5890,169238
5891,272196
5892,138516
5893,161079
5894,254216
5895,221693
5896,1322667
5897,254548
5898,678608
5899,199919
5900,159781
5901,197024
5902,139505
5903,47792
5904,518689
5905,226066
5906,98101
5907,410359
5908,70165
5909,162997
5910,230447
5911,224450
5912,920740
5913,218789
5914,137620
5915,390776
5916,90440
5917,253599
5918,294409
5919,215770
5920,117057
5921,103602
5922,212796
5923,439044
5924,506499
5925,382793
5926,540500
5927,195254
5928,140616
5929,154979
5930,184602
5931,91079
5932,110854
5933,173644
5934,502242
5935,489043
5936,391919
5937,368429
5938,360708
5939,444852
5940,351872
5941,121999
5942,307001
5943,254705
5944,264351
5945,281897
5946,556708
5947,233087
5948,166149
5949,486906
5950,240273
5951,252481
5952,321007
5953,248239
5954,443154
5955,271543
5956,138306
5957,188014
5958,253641
5959,580367
5960,260719
5961,296453
5962,141325
5963,215371
5964,260190
5965,478357
5966,576051
5967,1071811
5968,1757967
5969,457241
5970,564124
5971,838216
5972,194623
5973,202918
5974,235155
5975,151525
5976,475833
5977,46839
5978,380962
5979,129803
5980,67592
5981,280346
5982,283128
5983,117166
5984,369142
5985,450346
5986,165142
5987,12987
5988,1254104
5989,27993
5990,373856
5991,112724
5992,640349
5993,250666
5994,241254
5995,299360
5996,143640
5997,490063
5998,250535
5999,54014
6000,82319
6001,279441
6002,248042
6003,115329
6004,312420
6005,134925
6006,1353860
6007,631287
6008,96977
6009,273998
6010,435366
6011,456133
6012,249344
6013,213824
6014,354062
6015,42982
6016,500132
6017,99474
6018,663173
6019,228943
6020,658425
6021,612920
6022,58116
6023,409703
6024,211010
6025,425615
6026,206994
6027,462729
6028,274534
6029,212589
6030,149515
6031,73429
6032,194713
6033,310723
6034,703320
6035,1006497
6036,236518
6037,429914
6038,307542
6039,289532
6040,657079
6041,190451
6042,300223
6043,196643
6044,209122
6045,319010
6046,685600
6047,351689
6048,320306
6049,337053
6050,775228
6051,84442
6052,533134
6053,1340480
6054,73222
6055,526541
6056,275789
6057,189318
6058,326931
6059,278426
6060,438370
6061,372679
6062,426397
6063,175423
6064,400318
6065,204968
6066,176696
6067,256975
6068,325664
6069,134809
6070,232648
6071,243465
6072,461390
6073,133328
6074,110575
6075,256039
6076,246322
6077,216107
6078,82319
6079,360335
6080,1218785
6081,103352
6082,366199
6083,372506
6084,254436
6085,490837
6086,409722
6087,62412
6088,215773
6089,291913
6090,92127
6091,33894
6092,718227
6093,537471
6094,265238
6095,251888
6096,131084
6097,1261254
6098,240143
6099,326346
6100,954097
6101,315276
6102,310645
6103,174772
6104,1256780
6105,270154
6106,419768
6107,1012513
6108,261828
6109,407357
6110,57535
6111,53411
6112,181176
6113,134483
6114,261530
6115,317794
6116,35894
6117,245540
6118,175521
6119,232167
6120,79115
6121,144102
6122,23510
6123,149167
6124,215531
6125,200575
6126,369112
6127,112731
6128,146047
6129,334463
6130,47627
6131,330516
6132,497648
6133,51435
6134,297210
6135,27979
6136,268223
6137,398362
6138,117253
6139,480518
6140,161315
6141,254203
6142,218807
6143,259387
6144,191811
6145,274333
6146,313289
6147,236881
6148,59522
6149,1101919
6150,249344
6151,80889
6152,21482
6153,161963
6154,330555
6155,212897
6156,243515
6157,270095
6158,163844
6159,267271
6160,137856
6161,359729
6162,650711
6163,338518
6164,163559
6165,277474
6166,128187
6167,139554
6168,123761
6169,579784
6170,207359
6171,338350
6172,272949
6173,122156
6174,590247
6175,376716
6176,196872
6177,219970
6178,365536
6179,198487
6180,430635
6181,964410
6182,987475
6183,686750
6184,249249
6185,483742
6186,242136
6187,1104449
6188,609697
6189,675043
6190,120757
6191,218361
6192,133632
6193,298120
6194,267941
6195,298304
6196,164814
6197,1097149
6198,279395
6199,162648
6200,476190
6201,332776
6202,300945
6203,370201
6204,264309
6205,86473
6206,258740
6207,313017
6208,98103
6209,13890
6210,319652
6211,299097
6212,262804
6213,98618
6214,191824
6215,1111263
6216,1366043
6217,252714
6218,357005
6219,53285
6220,89880
6221,40874
6222,290179
6223,161133
6224,224492
6225,347903
6226,814682
6227,91343
6228,67357
6229,1010209
6230,200302
6231,136314
6232,363416
6233,209007
6234,241536
6235,292969
6236,369919
6237,312338
6238,136619
6239,470876
6240,300264
6241,329566
6242,212762
6243,184962
6244,199351
6245,203139
6246,296135
6247,85784
6248,469103
6249,289352
6250,661624
6251,191325
6252,124742
6253,308623
6254,273534
6255,280885
6256,803554
6257,511963
6258,219404
6259,49781
6260,248820
6261,171026
6262,213593
6263,253665
6264,214461
6265,32032
6266,409495
6267,496437
6268,393607
6269,665831
6270,515223
6271,268623
6272,318870
6273,277441
6274,769141
6275,152472
6276,177211
6277,339594
6278,207942
6279,203254
6280,64844
6281,332175
6282,609203
6283,257459
6284,267671
6285,136126
6286,268326
6287,209200
6288,55030
6289,684618
6290,393881
6291,895385
6292,262040
6293,273106
6294,1014522
6295,144169
6296,111646
6297,574083
6298,137699
6299,308627
6300,794441
6301,104146
6302,70085
6303,446102
6304,375110
6305,243964
6306,937256
6307,208160
6308,327951
6309,647273
6310,246465
6311,176421
6312,224575
6313,478782
6314,227935
6315,64527
6316,890499
6317,112713
6318,502055
6319,332035
6320,170968
6321,142232
6322,164428
6323,99179
6324,759468
6325,96939
6326,136247
6327,695760
6328,120473
6329,336745
6330,87456
6331,1123192
6332,487901
6333,107745
6334,526747
6335,222544
6336,545372
6337,206954
6338,232068
6339,987819
6340,56960
6341,627410
6342,349194
6343,278131
6344,227393
6345,121838
6346,101726
6347,250454
6348,359492
6349,265469
6350,480414
6351,245684
6352,359682
6353,135561
6354,475315
6355,15498
6356,193788
6357,139026
6358,357706
6359,169547
6360,1616919
6361,36994
6362,1420627
6363,233572
6364,386193
6365,276182
6366,155769
6367,158202
6368,105042
6369,248356
6370,304795
6371,558512
6372,371278
6373,353758
6374,282614
6375,212579
6376,477721
6377,229064
6378,341062
6379,278556
6380,583975
6381,111803
6382,340251
6383,143268
6384,158534
6385,120778
6386,318887
6387,161972
6388,663589
6389,240184
6390,162597
6391,303960
6392,532194
6393,305814
6394,312957
6395,288273
6396,371517
6397,249252
6398,297697
6399,192251
6400,108712
6401,69917
6402,1306066
6403,251360
6404,224696
6405,1060625
6406,1078183
6407,362813
6408,294020
6409,479844
6410,129179
6411,70938
6412,1838446
6413,59855
6414,603695
6415,211259
6416,248779
6417,143895
6418,165043
6419,297370
6420,324959
6421,599560
6422,116604
6423,658949
6424,309817
6425,684635
6426,179447
6427,292018
6428,192411
6429,138670
6430,305781
6431,330649
6432,201412
6433,510511
6434,259028
6435,171890
6436,183039
6437,745531
6438,238369
6439,198482
6440,198020
6441,427706
6442,75773
6443,19646
6444,165679
6445,309913
6446,206320
6447,228213
6448,255001
6449,642417
6450,124394
6451,611712
6452,754592
6453,451794
6454,278406
6455,393279
6456,682542
6457,54525
6458,611973
6459,481787
6460,445948
6461,68665
6462,296665
6463,256944
6464,62580
6465,255510
6466,227815
6467,32427
6468,315865
6469,357973
6470,359884
6471,60925
6472,216561
6473,149635
6474,242018
6475,67815
6476,749327
6477,336518
6478,348383
6479,267893
6480,420233
6481,1196536
6482,10000
6483,58431
6484,523687
6485,975826
6486,44105
6487,207254
6488,344549
6489,178755
6490,304450
6491,225480
6492,494735
6493,404115
6494,297069
6495,147162
6496,118543
6497,211109
6498,101866
6499,174450
6500,109974
6501,87294
6502,540781
6503,236585
6504,129410
6505,370437
6506,126487
6507,746668
6508,55433
6509,284264
6510,171543
6511,246709
6512,39844
6513,264951
6514,480847
6515,197818
6516,210728
6517,181047
6518,343443
6519,144648
6520,422971
6521,401500
6522,677541
6523,309880
6524,474754
6525,69043
6526,202855
6527,235150
6528,521492
6529,634261
6530,440072
6531,21904
6532,113173
6533,665718
6534,167260
6535,305922
6536,762121
6537,251373
6538,217458
6539,143815
6540,132237
6541,48437
6542,205224
6543,207530
6544,254221
6545,383111
6546,451566
6547,363773
6548,1550092
6549,254392
6550,2782644
6551,516964
6552,225213
6553,171835
6554,80409
6555,1949774
6556,224408
6557,200336
6558,221402
6559,244325
6560,114092
6561,74573
6562,396159
6563,136804
6564,565125
6565,184026
6566,186355
6567,272161
6568,181287
6569,223030
6570,90134
6571,346856
6572,232227
6573,236728
6574,148263
6575,52780
6576,155574
6577,428610
6578,275565
6579,326298
6580,218810
6581,257476
6582,257373
6583,176101
6584,919342
6585,182816
6586,590329
6587,337497
6588,905773
6589,229187
6590,380434
6591,154920
6592,253466
6593,293209
6594,48341
6595,407862
6596,294082
6597,323017
6598,262176
6599,230424
6600,71231
6601,279869
6602,200665
6603,194296
6604,194274
6605,211989
6606,449533
6607,907764
6608,299962
6609,164659
6610,985643
6611,215189
6612,383667
6613,62621
6614,330621
6615,87831
6616,258309
6617,162942
6618,128203
6619,351340
6620,238534
6621,324011
6622,115936
6623,189797
6624,123513
6625,61294
6626,191293
6627,243873
6628,498552
6629,588275
6630,705578
6631,248081
6632,589190
6633,254567
6634,1084010
6635,248390
6636,636532
6637,601219
6638,62589
6639,315353
6640,374819
6641,405692
6642,365033
6643,360140
6644,118924
6645,94914
6646,154436
6647,355925
6648,120339
6649,207199
6650,306698
6651,308594
6652,291764
6653,62669
6654,295368
6655,418675
6656,506451
6657,38447
6658,236005
6659,578386
6660,121153
6661,162036
6662,327576
6663,63355
6664,128720
6665,238777
6666,410474
6667,71590
6668,258522
6669,1045180
6670,171268
6671,562932
6672,140515
6673,136555
6674,656302
6675,626240
6676,250158
6677,232512
6678,220666
6679,720482
6680,342846
6681,176343
6682,515954
6683,126444
6684,187149
6685,104401
6686,353735
6687,1207846
6688,264591
6689,336436
6690,217378
6691,427260
6692,313950
6693,136404
6694,183357
6695,47358
6696,445666
6697,90382
6698,122596
6699,152509
6700,161501
6701,79041
6702,269925
6703,195596
6704,147571
6705,611607
6706,233863
6707,209906
6708,384200
6709,262891
6710,858609
6711,259468
6712,1348159
6713,278199
6714,350757
6715,429215
6716,809448
6717,297533
6718,181532
6719,167556
6720,225340
6721,54445
6722,2276112
6723,158535
6724,351503
6725,139657
6726,597022
6727,163790
6728,279694
6729,313045
6730,240693
6731,191293
6732,883460
6733,433949
6734,528558
6735,428464
6736,92938
6737,120913
6738,69827
6739,639156
6740,179738
6741,499515
6742,187911
6743,121703
6744,10000
6745,334933
6746,75748
6747,181396
6748,541469
6749,341270
6750,634301
6751,241157
6752,382072
6753,159545
6754,24956
6755,73436
6756,271824
6757,110799
6758,450515
6759,205804
6760,173551
6761,1253188
6762,551249
6763,547451
6764,60008
6765,45454
6766,192184
6767,78044
6768,467850
6769,329257
6770,360626
6771,85303
6772,291424
6773,222414
6774,753393
6775,164929
6776,389658
6777,364141
6778,179785
6779,131063
6780,366508
6781,242463
6782,107644
6783,301945
6784,773338
6785,463014
6786,359659
6787,475312
6788,87333
6789,587977
6790,61042
6791,284784
6792,237892
6793,216786
6794,359417
6795,76764
6796,266277
6797,131606
6798,573597
6799,206896
6800,215806
6801,253262
6802,472271
6803,185918
6804,64141
6805,148475
6806,346060
6807,344853
6808,293724
6809,111254
6810,399064
6811,283523
6812,275824
6813,237866
6814,347460
6815,51994
6816,311379
6817,141865
6818,168007
6819,86129
6820,354425
6821,240378
6822,92273
6823,252824
6824,2856516
6825,601473
6826,429391
6827,106783
6828,110889
6829,82601
6830,136779
6831,311639
6832,25548
6833,527486
6834,63685
6835,217178
6836,216340
6837,128104
6838,214121
6839,85980
6840,480264
6841,481973
6842,423484
6843,135978
6844,423987
6845,147737
6846,47986
6847,165335
6848,264542
6849,139794
6850,131681
6851,116644
6852,447814
6853,52167
6854,49077
6855,241808
6856,189933
6857,216270
6858,382488
6859,299612
6860,1054982
6861,388461
6862,289793
6863,482167
6864,251999
6865,341223
6866,513549
6867,2024969
6868,386708
6869,107064
6870,144501
6871,354507
6872,72838
6873,193900
6874,835852
6875,347655
6876,128040
6877,483585
6878,77827
6879,506880
6880,142502
6881,340543
6882,482385
6883,336232
6884,619539
6885,360636
6886,461869
6887,278296
6888,587468
6889,295304
6890,1076512
6891,958850
6892,1443026
6893,467173
6894,179631
6895,169298
6896,498344
6897,53622
6898,231580
6899,405664
6900,193840
6901,56192
6902,186363
6903,480463
6904,62407
6905,429284
6906,147920
6907,466148
6908,296815
6909,301809
6910,125070
6911,2121679
6912,232511
6913,51940
6914,110271
6915,75423
6916,131608
6917,94422
6918,250809
6919,253031
6920,1491352
6921,304759
6922,407764
6923,187656
6924,1179380
6925,259541
6926,347206
6927,164230
6928,245356
6929,1087247
6930,317389
6931,149275
6932,368511
6933,201153
6934,345109
6935,283812
6936,223321
6937,159084
6938,177089
6939,176878
6940,175966
6941,102863
6942,143780
6943,318871
6944,113168
6945,752126
6946,118069
6947,325103
6948,136624
6949,255493
6950,535097
6951,125380
6952,344645
6953,96429
6954,224640
6955,206886
6956,110902
6957,989970
6958,208195
6959,441751
6960,699644
6961,443243
6962,364764
6963,556045
6964,207553
6965,151886
6966,205057
6967,225404
6968,150699
6969,412272
6970,314933
6971,402971
6972,247885
6973,409749
6974,188617
6975,210260
6976,165727
6977,266302
6978,241213
6979,32695
6980,411976
6981,133594
6982,213672
6983,652939
6984,842664
6985,97640
6986,840920
6987,355995
6988,23852
6989,76670
6990,244101
6991,485725
6992,209746
6993,259203
6994,294420
6995,279297
6996,237388
6997,361423
6998,636971
6999,119986
7000,304201
7001,84984
7002,335150
7003,621649
7004,263258
7005,252070
7006,301024
7007,211641
7008,217402
7009,149136
7010,205410
7011,28234
7012,286549
7013,65961
7014,289206
7015,175612
7016,529998
7017,189302
7018,349692
7019,32935
7020,243512
7021,299289
7022,672664
7023,193062
7024,185552
7025,1022236
7026,372226
7027,294860
7028,111461
7029,176684
7030,1113665
7031,803704
7032,118340
7033,333191
7034,832050
7035,259553
7036,145548
7037,145206
7038,245590
7039,165818
7040,1267505
7041,139576
7042,286929
7043,345157
7044,173101
7045,1508822
7046,157970
7047,170874
7048,663804
7049,143829
7050,41343
7051,541260
7052,90984
7053,173209
7054,117472
7055,798961
7056,121964
7057,868180
7058,348677
7059,164262
7060,191290
7061,271659
7062,77881
7063,283246
7064,153979
7065,317435
7066,263498
7067,255208
7068,82418
7069,70247
7070,93388
7071,257771
7072,290544
7073,180868
7074,219969
7075,81721
7076,386834
7077,297846
7078,306990
7079,261011
7080,201527
7081,224464
7082,241142
7083,307502
7084,434749
7085,291871
7086,569338
7087,251186
7088,390781
7089,444924
7090,283520
7091,621339
7092,254123
7093,185362
7094,266251
7095,164663
7096,312498
7097,42890
7098,128027
7099,168238
7100,505276
7101,157228
7102,244281
7103,212629
7104,168063
7105,403821
7106,878203
7107,103298
7108,213889
7109,285947
7110,114819
7111,145373
7112,158759
7113,510966
7114,247432
